source,target,type,weight,evidence
project:inversecsg,project:csg-stump-a-learning-friendly-csg-like-representation-for-interpretable-shape-pa,CITES,1.0,compare our method to prior state-of-the-art
project:isaac-lab,project:warp-nvidia,BUILT_ON,1.0,"customize and extend Isaac Lab capabilities with a variety of physics engines, such as Newton, PhysX®, NVIDIA Warp, and MuJoCo"
project:jax-cfd,project:phiflow,CITES,1.0,"consider JAX-Fluids , Phi FLow or Exponax . Authors"
project:jax-cfd,project:jax-md,BUILT_ON,1.0,It is implemented in JAX
project:jax-md,project:mace,CITES,1.0,"referenced as the differentiable-simulation companion to ML interatomic potentials (NequIP, MACE, Allegro)"
project:latent-nerf-for-shape-guided-generation-of-3d-shapes-and-textures,project:dreamfusion,CITES,1.0,"using score distillation, one can successfully text-guide a NeRF model to generate a 3D object"
project:latent-nerf-for-shape-guided-generation-of-3d-shapes-and-textures,project:prolificdreamer-high-fidelity-and-diverse-text-to-3d-generation-with-variational,CITES,1.0,"using score distillation, one can successfully text-guide a NeRF model to generate a 3D object"
project:learning-the-stress-strain-fields-in-digital-composites-using-fourier-neural-ope,project:fno,BUILT_ON,1.0,"we employ a neural operator-based framework, namely Fourier neural operator (FNO)"
project:learning-to-solve-the-elastic-wave-equation-with-fourier-neural-operators,project:fno,BUILT_ON,1.0,We have formulated an FNO to reproduce solutions of the 2D isotropic elastic wave equation
project:learning-to-solve-the-elastic-wave-equation-with-fourier-neural-operators,project:fno,BENCHMARKED_AGAINST,1.0,"Compared with the unmodified original FNO, we observe an improved prediction of the fields"
project:linear-attention-coupled-fourier-neural-operator-for-simulation-of-three-dimensi,project:fno,BUILT_ON,1.0,linear attention coupled Fourier neural operator (LAFNO) is developed for the simulation of 3D isotropic turbulence
project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,project:fno,BUILT_ON,1.0,IU-FNO model employs implicit recurrent Fourier layers for deeper network extension
project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,BUILT_ON,1.0,incorporates the U-net network for the accurate prediction on small-scale flow structures
project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,project:fourier-neural-operator-approach-to-large-eddy-simulation-of-three-dimensional-t,BENCHMARKED_AGAINST,1.0,"IU-FNO model is more accurate than other FNO-based models, including vanilla FNO and dynamic Smagorinsky model"
project:lrm-large-reconstruction-model-for-single-image-to-3d,project:objaverse-xl,BUILT_ON,1.0,"trained on massive multi-view data containing around 1 million objects, including synthetic renderings from Objaverse"
project:lumi-ai,project:luminary-cloud-platform,BUILT_ON,1.0,Lumi AI is a 2024 commercial product from Luminary Cloud
project:lumi-ai,project:luminary-shift-wing,CITES,1.0,"Luminary Cloud , a pioneer in realtime engineering, today announced its official launch out of stealth"
project:luminary-shift-wing,project:nvidia-physicsnemo-2024,BUILT_ON,1.0,Built with NVIDIA PhysicsNeMo's DoMINO architecture
project:m3gnet,project:chgnet,BENCHMARKED_AGAINST,1.0,The most-cited universal ML potential alongside CHGNet
project:m3gnet,project:gnome,BUILT_ON,1.0,Used to relax candidate structures at scale (e.g. in GNoME's pipeline) without per-system DFT
project:mace,project:nequip,BENCHMARKED_AGAINST,1.0,Achieves state-of-the-art accuracy and stability on materials and molecular benchmarks
project:machine-learning-based-prediction-and-inverse-design-of-2d-metamaterial-structur,project:machine-learning-based-characterization-and-inverse-design-of-metamaterials,CITES,1.0,With the aid of recent efficient and prior knowledge-free machine learning (ML) algorithms
project:machine-learning-based-prediction-and-inverse-design-of-2d-metamaterial-structur,project:controllable-inverse-design-of-auxetic-metamaterials-using-deep-learning,CITES,1.0,extraordinary mechanical properties such as negative Poisson's ratio have extensively promoted the diverse designs of metamaterials
project:machine-learning-based-prediction-and-inverse-design-of-2d-metamaterial-structur,project:rapid-inverse-design-of-metamaterials-based-on-prescribed-mechanical-behavior-th,CITES,1.0,most existing ML approaches applied to the design of metamaterials are primarily based on a single property value
project:machine-learning-for-metal-additive-manufacturing-predicting-temperature-and-mel,project:pinn-original,CITES,1.0,a physics-informed neural network (PINN) framework that fuses both data and first physical principles
project:machine-learning-for-metal-additive-manufacturing-predicting-temperature-and-mel,project:physics-informed-neural-networks-for-heat-transfer-problems,CITES,1.0,"including conservation laws of momentum, mass, and energy, into the neural network to inform the learning processes"
project:magic3d,project:dreamfusion,BENCHMARKED_AGAINST,1.0,It improves over DreamFusion via a coarse-to-fine pipeline
project:magic3d,project:dreamfusion,CITES,1.0,It improves over DreamFusion via a coarse-to-fine pipeline
project:matbench,project:accelerated-data-driven-materials-science-with-the-materials-project,CITES,1.0,Matbench is a 2020 benchmark dataset from Materials Project
project:matbench,project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,BENCHMARKED_AGAINST,1.0,"Tools for assessing the ability of machine learning models to predict materials properties, similar to ML community standards like ImageNet"
project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,project:m3gnet,BUILT_ON,1.0,MatGL has efficient implementations for ... Materials 3-body Graph Network (M3GNet)
project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,project:chgnet,BUILT_ON,1.0,MatGL has efficient implementations for ... Crystal Hamiltonian Graph Network (CHGNet)
project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,project:graph-networks-as-a-universal-machine-learning-framework-for-molecules-and-cryst,CITES,1.0,Built on top of the popular Deep Graph Library (DGL) and Python Materials Genomics (Pymatgen)
project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,project:matbench,BENCHMARKED_AGAINST,1.0,"property prediction models for out-of-box usage, benchmarking and fine-tuning"
project:mattergen,project:gnome,CITES,1.0,The reference generative-materials model alongside DeepMind's GNoME
project:mattergen-a-generative-model-for-inorganic-materials-design,project:scalable-diffusion-for-materials-generation,CITES,1.0,We introduce a new diffusion-based generative process that produces crystalline structures
project:mattergen-a-generative-model-for-inorganic-materials-design,project:crystal-diffusion-variational-autoencoder-for-periodic-material-generation,CITES,1.0,"Compared to prior generative models, structures produced by MatterGen are more than twice as likely to be novel and stable"
project:meshgpt,project:meshanything-artist-created-mesh-generation-with-autoregressive-transformers,CITES,1.0,"Subsequent work (MeshAnything, EdgeRunner) extends this paradigm to higher-resolution and conditional generation"
project:meshgpt,project:edgerunner-auto-regressive-auto-encoder-for-artistic-mesh-generation,CITES,1.0,"Subsequent work (MeshAnything, EdgeRunner) extends this paradigm to higher-resolution and conditional generation"
project:meshgraphnets,project:nvidia-simnettm-an-ai-accelerated-multi-physics-simulation-framework,BUILT_ON,1.0,Foundational for subsequent work like NVIDIA's MeshGraphNet implementations
project:meshy-ai,project:tripo3d,BENCHMARKED_AGAINST,1.0,competitive with Tripo3D and Rodin
project:modeling-of-a-multi-parameter-chaotic-optoelectronic-oscillator-based-on-the-fou,project:fno,BUILT_ON,1.0,model construction scheme of chaotic optoelectronic oscillator (OEO) based on the Fourier neural operator (FNO)
project:modeling-of-a-multi-parameter-chaotic-optoelectronic-oscillator-based-on-the-fou,project:fno,BENCHMARKED_AGAINST,1.0,"FNO is not only superior to LSTM in modeling accuracy, but also requires less training data"
project:modelnet40,project:shapenet-an-information-rich-3d-model-repository,CITES,1.0,"To train our 3D deep learning model, we construct ModelNet -- a large-scale 3D CAD model dataset."
project:monitoring-of-single-track-melting-states-based-on-photodiode-signal-during-lase,project:investigation-of-deep-learning-for-real-time-melt-pool-classification-in-additiv,BENCHMARKED_AGAINST,1.0,"Compared with some classic deep learning models, the proposed CNN could distinguish the melting states with higher classification accuracy and efficiency"
project:monolith-core-platform,project:monolith-ai,BUILT_ON,1.0,Refined from hundreds of AI projects with industry-leading engineering teams
project:multi-fidelity-bayesian-optimization-via-deep-neural-networks,project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,CITES,1.0,many multi-fidelity BO methods have been proposed
project:multi-fidelity-bayesian-optimization-via-deep-neural-networks,project:multi-fidelity-efficient-global-optimization-methodology-and-application-to-airf,CITES,1.0,many multi-fidelity BO methods have been proposed
project:multi-fidelity-efficient-global-optimization-methodology-and-application-to-airf,project:efficient-global-optimization-of-expensive-black-box-functions,CITES,1.0,The new developments are based on Bayesian optimization and kriging metamodeling
project:multi-fidelity-prediction-of-fluid-flow-based-on-transfer-learning-using-fourier,project:fno,BUILT_ON,1.0,Fourier neural operator is first and gainfully applied to integrate multi-fidelity data directly
project:multi-grid-tensorized-fourier-neural-operator-for-high-resolution-pdes,project:fno,BUILT_ON,1.0,architectural improvements to the backbone FNO
project:multi-objective-bayesian-optimization-over-high-dimensional-search-spaces,project:scalable-global-optimization-via-local-bayesian-optimization,CITES,1.0,performing BO in multiple local regions of the design space in parallel using a coordinated strategy
project:multi-phenomena-melt-pool-sensor-data-fusion-for-enhanced-process-monitoring-of,project:heterogeneous-sensor-data-fusion-for-multiscale-shape-agnostic-flaw-detection-in,CITES,1.0,adopted a data fusion approach that captures multiple process phenomena
project:multi-phenomena-melt-pool-sensor-data-fusion-for-enhanced-process-monitoring-of,project:predicting-laser-powder-bed-fusion-defects-through-in-process-monitoring-data-an,CITES,1.0,"used as input features in relatively simple machine learning models, such as a support vector machine"
project:multimaterial-metamaterial-inverse-design-via-machine-learning-for-tailorable-an,project:machine-learning-based-characterization-and-inverse-design-of-metamaterials,CITES,1.0,machine learning-driven inverse design framework
project:multimaterial-metamaterial-inverse-design-via-machine-learning-for-tailorable-an,project:rapid-inverse-design-of-metamaterials-based-on-prescribed-mechanical-behavior-th,CITES,1.0,machine learning-driven inverse design framework
project:multimaterial-metamaterial-inverse-design-via-machine-learning-for-tailorable-an,project:inverse-machine-learning-framework-for-optimizing-lightweight-metamaterials,CITES,1.0,machine learning-driven inverse design framework
project:multimaterial-metamaterial-inverse-design-via-machine-learning-for-tailorable-an,project:machine-learning-based-prediction-and-inverse-design-of-2d-metamaterial-structur,CITES,1.0,machine learning-driven inverse design framework
project:multiscale-attention-via-wavelet-neural-operators-for-vision-transformers,project:adaptive-fourier-neural-operators-efficient-token-mixers-for-transformers,BENCHMARKED_AGAINST,1.0,our experiments with CIFAR and Tiny-ImageNet classification demonstrate significant improvement over alternative Fourier-based attentions such as AFNO
project:multiscale-neural-operator-learning-fast-and-grid-independent-pde-solvers,project:fourier-neural-operator-for-parametric-partial-differential-equations,CITES,1.0,"Leveraging neural operators, we are the first to learn grid-independent, non-local, and flexible parametrizations"
project:nequip,project:mace,BUILT_ON,1.0,foundation for the Allegro and MACE follow-ons
project:nequip,project:allegro,BUILT_ON,1.0,foundation for the Allegro and MACE follow-ons
project:neural-concept-ai-design-copilot,project:neural-concept-platform,BUILT_ON,1.0,Neural Concept’s launch of its AI Design Copilot builds on the company’s rapid market growth
project:neural-concept-platform,project:neural-concept-ai-design-copilot,BUILT_ON,1.0,Start from a design Copilot that generates and updates CAD-ready design options
project:neural4d,project:direct3d-scalable-image-to-3d-generation-via-3d-latent-diffusion-transformer,BUILT_ON,1.0,Our Direct3D-S2 engine utilizes Spatial Sparse Attention (SSA)
project:neuralpdejl,project:pinn-original,BUILT_ON,1.0,neural network solvers for partial differential equations using physics-informed neural networks (PINNs)
project:nito-neural-implicit-fields-for-resolution-free-topology-optimization,project:ntopo-mesh-free-topology-optimization-using-implicit-neural-representations,BENCHMARKED_AGAINST,1.0,NITO synthesizes structures with up to seven times better structural efficiency compared to SOTA diffusion models
project:nvidia-modulus,project:nvidia-physicsnemo-2024,BUILT_ON,1.0,"NVIDIA PhysicsNeMo is undergoing an update to v2.0 - all the features, with easier installation and integration"
project:nvidia-physicsnemo,project:nvidia-modulus,CITES,1.0,NVIDIA PhysicsNeMo (formerly Modulus)
project:nvidia-physicsnemo,project:gino,BUILT_ON,1.0,"Ships FNO, GINO, DoMINO, MeshGraphNet, and diffusion components"
project:nvidia-physicsnemo,project:fno,BUILT_ON,1.0,"Ships FNO, GINO, DoMINO, MeshGraphNet, and diffusion components"
project:nvidia-physicsnemo,project:meshgraphnets,BUILT_ON,1.0,"Ships FNO, GINO, DoMINO, MeshGraphNet, and diffusion components"
project:nvidia-physicsnemo,project:simscale-foundation-pump,BUILT_ON,1.0,"Most production physics foundation models (SimScale, Luminary, BeyondMath partners) are built on PhysicsNeMo"
project:nvidia-physicsnemo,project:luminary-shift-wing,BUILT_ON,1.0,"Most production physics foundation models (SimScale, Luminary, BeyondMath partners) are built on PhysicsNeMo"
project:nvidia-physicsnemo-2024,project:nvidia-modulus,CITES,1.0,"NVIDIA PhysicsNeMo is an open-source Python framework for building, training, and fine-tuning physics AI models at scale"
project:nvidia-physicsnemo-2024,project:nvidia-physicsnemo,CITES,1.0,"NVIDIA PhysicsNeMo is an open-source Python framework for building, training, and fine-tuning physics AI models at scale"
project:nvidia-simnettm-an-ai-accelerated-multi-physics-simulation-framework,project:nvidia-modulus,CITES,1.0,Extensive comparisons of SimNet results with open source and commercial solvers show good correlation
project:nx-generative-design-topology,project:nx-generative-design,CITES,1.0,NX Generative Design Topology is a 2017 commercial product from Siemens Digital Industries Software
project:objaverse-xl,project:zero-1-to-3-zero-shot-one-image-to-3d-object,BUILT_ON,1.0,"training Zero123 on novel view synthesis, utilizing over 100 million multi-view rendered images"
project:objaverse-xl,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,BUILT_ON,1.0,"training Zero123 on novel view synthesis, utilizing over 100 million multi-view rendered images"
project:oc22,project:open-catalyst-2020-oc20-dataset-and-community-challenges,BUILT_ON,1.0,OC22 is a 2022 benchmark dataset from Open Catalyst Project
project:oc22,project:chgnet,BENCHMARKED_AGAINST,1.0,Using AI to model and discover new catalysts to address the energy challenges
project:on-universal-approximation-and-error-bounds-for-fourier-neural-operators,project:fno,CITES,1.0,Fourier neural operators (FNOs) have recently been proposed as an effective framework
project:one-2-3-45-any-single-image-to-3d-mesh-in-45-seconds-without-per-shape-optimizat,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,BUILT_ON,1.0,"we first use a view-conditioned 2D diffusion model, Zero123, to generate multi-view images"
project:one-2-3-45-any-single-image-to-3d-mesh-in-45-seconds-without-per-shape-optimizat,project:zero-1-to-3-zero-shot-one-image-to-3d-object,CITES,1.0,Many existing methods solve this problem by optimizing a neural radiance field under the guidance of 2D diffusion models
project:one-2-3-45-fast-single-image-to-3d-objects-with-consistent-multi-view-generation,project:one-2-3-45-any-single-image-to-3d-mesh-in-45-seconds-without-per-shape-optimizat,BUILT_ON,1.0,One-2-3-45++ builds on One-2-3-45 for fast single image to 3D mesh generation
project:one-2-3-45-fast-single-image-to-3d-objects-with-consistent-multi-view-generation,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,CITES,1.0,finetuning a 2D diffusion model for consistent multi-view image generation
project:one-2-3-45-fast-single-image-to-3d-objects-with-consistent-multi-view-generation,project:mvdream-multi-view-diffusion-for-3d-generation,CITES,1.0,multi-view-conditioned 3D native diffusion models
project:open-catalyst-2020-oc20-dataset-and-community-challenges,project:gemnet-oc-developing-graph-neural-networks-for-large-and-diverse-molecular-simul,BENCHMARKED_AGAINST,1.0,"We applied three state-of-the-art graph neural network models (CGCNN, SchNet, and DimeNet++) as baseline demonstrations"
project:open-catalyst-2020-oc20-dataset-and-community-challenges,project:oc22,CITES,1.0,Open Catalyst 2020 (OC20) Dataset and Community Challenges is a 2021 benchmark dataset
project:open-source-coupled-aerostructural-optimization-using-python,project:openmdao-an-open-source-framework-for-multidisciplinary-design-analysis-and-opti,BUILT_ON,1.0,"OpenAeroStruct, an open-source low-fidelity aerostructural analysis and optimization tool developed in NASA’s OpenMDAO framework"
project:openbom-ai-agent,project:openbom-ai-support-agent,CITES,1.0,Related OpenBOM materials tie the agent and support assistant to documentation retrieval
project:openbom-ai-support-agent,project:openbom-ai-agent,CITES,1.0,"Compared with the broader OpenBOM AI Agent vision, this support-focused assistant is more explicitly a production RAG tool"
project:opensite-plus,project:bentley-copilot,BUILT_ON,1.0,Because Bentley also describes OpenSite+ as featuring Bentley Copilot
project:opensite-plus,project:testfit-site-planning-ai,BENCHMARKED_AGAINST,1.0,major schedule compression for site planning
project:openutilities-substation-plus,project:opensite-plus,CITES,1.0,"Like OpenSite+, it sits in the family of new applications that feature Bentley Copilot-style workflow guidance"
project:openutilities-substation-plus,project:bentley-copilot,CITES,1.0,feature Bentley Copilot-style workflow guidance and document surfacing
project:operator-learning-with-neural-fields-tackling-pdes-on-general-geometries,project:fourier-neural-operator-for-parametric-partial-differential-equations,CITES,1.0,neural operators present a promising milestone toward mapping functions directly
project:operator-learning-with-neural-fields-tackling-pdes-on-general-geometries,project:physics-informed-geometry-aware-neural-operator,BENCHMARKED_AGAINST,1.0,surpassing or performing on par with state-of-the-art models
project:operator-learning-with-neural-fields-tackling-pdes-on-general-geometries,project:geometry-informed-neural-operator-for-large-scale-3d-pdes,BENCHMARKED_AGAINST,1.0,surpassing or performing on par with state-of-the-art models
project:operator-learning-with-neural-fields-tackling-pdes-on-general-geometries,project:fourier-neural-operator-with-learned-deformations-for-pdes-on-general-geometries,BENCHMARKED_AGAINST,1.0,surpassing or performing on par with state-of-the-art models
project:oqmd,project:icsd,BUILT_ON,1.0,compounds from the Inorganic Crystal Structure Database (ICSD)
project:parsenet-a-parametric-surface-fitting-network-for-3d-point-clouds,project:modelnet40,BENCHMARKED_AGAINST,1.0,We present extensive experiments to validate our approach against analytical and learning-based alternatives.
project:partnet,project:shapenet-an-information-rich-3d-model-repository,BUILT_ON,1.0,transformation matrices to align ShapeNet-v1 models to the PartNet space
project:physics-and-geometry-informed-neural-operator-network-with-application-to-acoust,project:deeponet,BUILT_ON,1.0,we propose a physics-informed deep operator network (DeepONet) capable of predicting the scattered pressure field
project:physics-informed-geometry-aware-neural-operator,project:pino,BUILT_ON,1.0,integrate this component within the existing Deep Compositional Operator Network architecture
project:physics-informed-geometry-aware-neural-operator,project:physics-informed-neural-operator-for-learning-partial-differential-equations,CITES,1.0,physics-informed training offers an alternative way of building neural operators
project:physics-informed-neural-network-for-lithium-ion-battery-degradation-stable-model,project:pinn-original,CITES,1.0,we propose a physics-informed neural network (PINN) for accurate and stable estimation of battery SOH
project:physics-informed-neural-network-for-lithium-ion-battery-degradation-stable-model,project:pinn-original,BENCHMARKED_AGAINST,1.0,PINN has demonstrated remarkable performance ... when compared to alternative neural networks
project:physics-informed-neural-networks-for-cardiac-activation-mapping,project:pinn-original,CITES,1.0,we propose a physics-informed neural network for cardiac activation mapping that accounts for the underlying wave propagation dynamics
project:physics-informed-neural-networks-for-heat-transfer-problems,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) have gained popularity across different engineering fields
project:physics-informed-neural-networks-for-inverse-problems-in-nano-optics-and-metamat,project:pinn-original,CITES,1.0,we employ the emerging paradigm of physics-informed neural networks (PINNs)
project:physics-informed-neural-networks-for-inverse-problems-in-nano-optics-and-metamat,project:physicsinformed-machine-learning-for-inverse-design-of-optical-metamaterials,CITES,1.0,development of physics-informed deep learning techniques for inverse scattering can enable the design of novel functional nanostructures
project:physics-informed-neural-networks-for-inverse-problems-in-supersonic-flows,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,BUILT_ON,1.0,"we employ the physics-informed neural networks (PINNs) and its extended version, extended PINNs (XPINNs)"
project:physics-informed-neural-networks-for-inverse-problems-in-supersonic-flows,project:pinn-original,BUILT_ON,1.0,"we employ the physics-informed neural networks (PINNs) and its extended version, extended PINNs (XPINNs)"
project:physics-informed-neural-networks-for-inverse-problems-in-supersonic-flows,project:when-do-extended-physics-informed-neural-networks-xpinns-improve-generalization,CITES,1.0,We compare solutions obtained by PINNs and XPINNs and invoke some theoretical results
project:physics-informed-neural-networks-for-solving-reynolds-averaged-navierstokes-equa,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) are successful machine-learning methods for the solution and identification of partial differential equations
project:physics-informed-neural-operator-for-learning-partial-differential-equations,project:pinn-original,BENCHMARKED_AGAINST,1.0,"previous approaches, such as the Physics-Informed Neural Network (PINN), fail due to optimization challenges"
project:physics-informed-neural-operator-for-learning-partial-differential-equations,project:fno,BUILT_ON,1.0,PINO uses the Fourier neural operator (FNO) framework that is guaranteed to be a universal approximator
project:physicsinformed-machine-learning-for-inverse-design-of-optical-metamaterials,project:physics-informed-neural-networks-for-inverse-problems-in-nano-optics-and-metamat,CITES,1.0,a physics‐informed deep learning (DL) framework is used
project:physicsinformed-machine-learning-for-inverse-design-of-optical-metamaterials,project:machine-learning-based-characterization-and-inverse-design-of-metamaterials,CITES,1.0,"inverse design of metasurfaces, a physics‐informed deep learning framework"
project:pina,project:pinn-original,BUILT_ON,1.0,"PINA provides an intuitive framework for defining, experimenting with, and solving complex problems using Neural Networks, Physics-Informed Neural Networks (PINNs)"
project:pina,project:pino,BUILT_ON,1.0,"PINA provides an intuitive framework for defining, experimenting with, and solving complex problems using Neural Operators"
project:pinn-original,project:fpinns-fractional-physics-informed-neural-networks,CITES,1.0,"spawned the entire scientific-ML field including DeepXDE, NVIDIA Modulus, and dozens of variants (VPINN, XPINN, fPINN, BC-PINN)"
project:pinn-original,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,CITES,1.0,"spawned the entire scientific-ML field including DeepXDE, NVIDIA Modulus, and dozens of variants (VPINN, XPINN, fPINN, BC-PINN)"
project:pinn-original,project:bc-pinn-an-adaptive-physics-informed-neural-network-based-on-biased-multiobjecti,CITES,1.0,"spawned the entire scientific-ML field including DeepXDE, NVIDIA Modulus, and dozens of variants (VPINN, XPINN, fPINN, BC-PINN)"
project:pinn-original,project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,CITES,1.0,"spawned the entire scientific-ML field including DeepXDE, NVIDIA Modulus, and dozens of variants (VPINN, XPINN, fPINN, BC-PINN)"
project:pinn-original,project:deepxde,CITES,1.0,"spawned the entire scientific-ML field including DeepXDE, NVIDIA Modulus, and dozens of variants (VPINN, XPINN, fPINN, BC-PINN)"
project:pino,project:fno,BUILT_ON,1.0,PINO combines the FNO architecture with physics-informed losses
project:pino,project:pinn-original,BUILT_ON,1.0,bridging the data-driven neural-operator paradigm with the constraint-based PINN paradigm
project:plasma-surrogate-modelling-using-fourier-neural-operators,project:fno,BUILT_ON,1.0,"using deep learning-based surrogate modelling tools, viz., Fourier neural operators (FNO)"
project:platypus,project:pygmo,CITES,1.0,"differs from existing optimization libraries, including PyGMO"
project:platypus,project:pymoo-multi-objective-optimization-in-python,CITES,1.0,"differs from existing optimization libraries, including PyGMO, Inspyred, DEAP, and Scipy"
project:point-e,project:shap-e,BUILT_ON,1.0,Point-E was the first widely accessible text-to-3D system and seeded a generation of follow-up work (Shap-E
project:point-e,project:dreamfusion,BUILT_ON,1.0,Point-E was the first widely accessible text-to-3D system and seeded a generation of follow-up work (DreamFusion
project:point-e,project:magic3d,BUILT_ON,1.0,Point-E was the first widely accessible text-to-3D system and seeded a generation of follow-up work (Magic3D
project:polygen,project:meshgpt,CITES,1.0,"PolyGen ... remains a methodological reference for any mesh-as-sequence approach, including MeshGPT"
project:polygen,project:meshanything-artist-created-mesh-generation-with-autoregressive-transformers,CITES,1.0,"PolyGen ... remains a methodological reference for any mesh-as-sequence approach, including ... MeshAnything"
project:positional-knowledge-is-all-you-need-position-induced-transformer-pit-for-operat,project:fourier-neural-operator-for-parametric-partial-differential-equations,BENCHMARKED_AGAINST,1.0,"PiT possesses an enhanced discretization convergence feature, compared to the widely-used Fourier neural operator"
project:predicting-build-orientation-of-additively-manufactured-parts-with-mechanical-ma,project:part-machining-feature-recognition-based-on-a-deep-learning-method,CITES,1.0,mapping standard machining features to build orientation angles
project:predicting-build-orientation-of-additively-manufactured-parts-with-mechanical-ma,project:development-of-a-deep-learning-machining-feature-recognition-network-for-recogni,CITES,1.0,classification algorithm for eighteen standard machining features using a nine-layer 3D Convolutional Neural Network (CNN)
project:predicting-build-orientation-of-additively-manufactured-parts-with-mechanical-ma,project:machining-feature-recognition-based-on-deep-neural-networks-to-support-tight-int,CITES,1.0,mapping standard machining features to build orientation angles
project:prediction-and-inverse-design-of-bandgaps-in-acoustic-metamaterials-using-deep-l,project:deep-learning-based-inverse-design-of-phononic-crystals-for-anticipated-wave-att,CITES,1.0,"apply machine learning methods including random forests, extra trees, k-nearest neighbors, and artificial neural networks"
project:prediction-and-inverse-design-of-bandgaps-in-acoustic-metamaterials-using-deep-l,project:inverse-design-of-acoustic-metamaterials-based-on-machine-learning-using-a-gauss,CITES,1.0,"apply machine learning methods including random forests, extra trees, k-nearest neighbors, and artificial neural networks"
project:prediction-and-inverse-design-of-bandgaps-in-acoustic-metamaterials-using-deep-l,project:inverse-design-of-phononic-crystals-for-anticipated-wave-propagation-by-integrat,CITES,1.0,"apply machine learning methods including random forests, extra trees, k-nearest neighbors, and artificial neural networks"
project:prediction-and-inverse-design-of-bandgaps-in-acoustic-metamaterials-using-deep-l,project:machine-learning-based-characterization-and-inverse-design-of-metamaterials,CITES,1.0,"apply machine learning methods including random forests, extra trees, k-nearest neighbors, and artificial neural networks"
project:prediction-of-turbulent-channel-flow-using-fourier-neural-operator-based-machine,project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,BUILT_ON,1.0,The implicit U-Net enhanced Fourier neural operator (IUFNO) combines the loop structure of implicit FNO (IFNO) with U-Net
project:prediction-of-turbulent-channel-flow-using-fourier-neural-operator-based-machine,project:fno,BUILT_ON,1.0,implicit U-Net enhanced Fourier neural operator (IUFNO) combines the loop structure of implicit FNO (IFNO)
project:prediction-of-turbulent-channel-flow-using-fourier-neural-operator-based-machine,project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,BENCHMARKED_AGAINST,1.0,IUFNO outperforms the traditional dynamic Smagorinsky model (DSM) and the wall-adapted local eddy-viscosity (WALE) model
project:pretraining-codomain-attention-neural-operators-for-solving-multiphysics-pdes,project:fno,BENCHMARKED_AGAINST,1.0,we found CoDA-NO to outperform existing methods by over 36%
project:programmable-piezoelectric-phononic-crystal-beams-with-shunt-circuits-a-deep-lea,project:deep-learning-based-inverse-design-of-phononic-crystals-for-anticipated-wave-att,CITES,1.0,A suite of deep learning neural network (NN) algorithms is developed for predicting bandgaps and inversely designing PnC parameters
project:programmable-piezoelectric-phononic-crystal-beams-with-shunt-circuits-a-deep-lea,project:inverse-design-of-phononic-crystals-for-anticipated-wave-propagation-by-integrat,CITES,1.0,enabling faster inverse design than existing models
project:programmable-piezoelectric-phononic-crystal-beams-with-shunt-circuits-a-deep-lea,project:prediction-and-inverse-design-of-bandgaps-in-acoustic-metamaterials-using-deep-l,CITES,1.0,The accuracy of the NN algorithms is verified by comparing their predictions with those from FE simulations
project:project-completion-time-prediction-based-on-bim-and-bp-neural-network,project:research-on-cost-forecasting-based-on-the-bim-and-neural-network,CITES,1.0,integrating Building Information Modeling (BIM) and Back Propagation (BP) neural network
project:project-completion-time-prediction-based-on-bim-and-bp-neural-network,project:an-improved-method-for-nurbs-surface-based-on-particle-swarm-optimization-bp-neu,CITES,1.0,Back Propagation (BP) neural network to forecast project completion times
project:prolificdreamer-high-fidelity-and-diverse-text-to-3d-generation-with-variational,project:dreamfusion,CITES,1.0,Score distillation sampling (SDS) has shown great promise in text-to-3D generation by distilling pretrained large-scale text-to-image diffusion models
project:pyoptsparse,project:parmoo,BUILT_ON,1.0,ParOpt and IPOPT are available as open source packages but must be installed separately
project:rafinex-mobius-robust-design,project:rafinex-mobius,BUILT_ON,1.0,With the imminent launch of Möbius — our stochastic topology optimization software solution
